FeatureCode,DateCode,Measurement,Units,Value,Residential Status
S12000034,2011,Ratio,"Per 1,000 Children",1.15,Residential Care
S12000034,2010,Ratio,"Per 1,000 Children",2.88,Foster / Prospective Adopters
S12000034,2015,Ratio,"Per 1,000 Children",0.98,Residential Care
S12000035,2014,Ratio,"Per 1,000 Children",3.52,Foster / Prospective Adopters
S12000035,2013,Ratio,"Per 1,000 Children",3.08,Foster / Prospective Adopters
S12000034,2018,Ratio,"Per 1,000 Children",7.49,All
S12000034,2011,Ratio,"Per 1,000 Children",9.17,All
S12000034,2017,Ratio,"Per 1,000 Children",7.19,All
S12000034,2012,Ratio,"Per 1,000 Children",1.7,Other Community Placement
S12000034,2014,Ratio,"Per 1,000 Children",7.35,All
S12000034,2014,Ratio,"Per 1,000 Children",3.07,Foster / Prospective Adopters
S12000034,2011,Ratio,"Per 1,000 Children",1.74,Other Community Placement
S12000034,2009,Ratio,"Per 1,000 Children",1.94,Other Community Placement
S12000034,2013,Ratio,"Per 1,000 Children",3.0,Foster / Prospective Adopters
S12000034,2009,Ratio,"Per 1,000 Children",2.39,At Home
S12000034,2016,Ratio,"Per 1,000 Children",7.48,All
S12000034,2012,Ratio,"Per 1,000 Children",2.65,At Home
S12000034,2009,Ratio,"Per 1,000 Children",2.87,Foster / Prospective Adopters
S12000034,2010,Ratio,"Per 1,000 Children",3.38,At Home
S12000034,2011,Ratio,"Per 1,000 Children",3.22,At Home
S12000034,2013,Ratio,"Per 1,000 Children",1.53,Other Community Placement
S12000030,2016,Ratio,"Per 1,000 Children",12.1,All
S12000030,2009,Ratio,"Per 1,000 Children",1.59,Residential Care
S12000030,2009,Ratio,"Per 1,000 Children",3.41,Foster / Prospective Adopters
S12000030,2015,Ratio,"Per 1,000 Children",12.1,All
S12000030,2011,Ratio,"Per 1,000 Children",2.37,Other Community Placement
S12000030,2012,Ratio,"Per 1,000 Children",1.7,Residential Care
S12000030,2011,Ratio,"Per 1,000 Children",6.22,At Home
S12000030,2014,Ratio,"Per 1,000 Children",3.52,Other Community Placement
S12000030,2015,Ratio,"Per 1,000 Children",1.85,Residential Care
S12000030,2012,Ratio,"Per 1,000 Children",3.94,Foster / Prospective Adopters
S12000030,2010,Ratio,"Per 1,000 Children",5.48,At Home
S12000030,2013,Ratio,"Per 1,000 Children",4.21,Other Community Placement
S12000030,2010,Ratio,"Per 1,000 Children",3.51,Foster / Prospective Adopters
S12000030,2015,Ratio,"Per 1,000 Children",2.97,Other Community Placement
S12000030,2013,Ratio,"Per 1,000 Children",1.72,Residential Care
S12000030,2011,Ratio,"Per 1,000 Children",1.71,Residential Care
S12000030,2014,Ratio,"Per 1,000 Children",4.07,Foster / Prospective Adopters
S12000030,2011,Ratio,"Per 1,000 Children",13.86,All
S12000030,2017,Ratio,"Per 1,000 Children",13.78,All
S12000030,2012,Ratio,"Per 1,000 Children",3.18,Other Community Placement
S12000030,2011,Ratio,"Per 1,000 Children",3.58,Foster / Prospective Adopters
S12000030,2015,Ratio,"Per 1,000 Children",3.59,At Home
S12000030,2010,Ratio,"Per 1,000 Children",1.53,Residential Care
S12000030,2012,Ratio,"Per 1,000 Children",13.75,All
S12000030,2009,Ratio,"Per 1,000 Children",1.76,Other Community Placement
S12000030,2010,Ratio,"Per 1,000 Children",1.43,Other Community Placement
S12000030,2013,Ratio,"Per 1,000 Children",13.64,All
S12000033,2012,Ratio,"Per 1,000 Children",3.45,Other Community Placement
S12000033,2013,Ratio,"Per 1,000 Children",3.36,Other Community Placement
S12000033,2014,Ratio,"Per 1,000 Children",6.88,Foster / Prospective Adopters
S12000033,2011,Ratio,"Per 1,000 Children",4.1,Other Community Placement
S12000033,2012,Ratio,"Per 1,000 Children",16.32,All
S12000033,2015,Ratio,"Per 1,000 Children",14.53,All
S12000033,2014,Ratio,"Per 1,000 Children",15.38,All
S12000033,2009,Ratio,"Per 1,000 Children",5.82,At Home
S12000033,2010,Ratio,"Per 1,000 Children",6.48,At Home
S12000033,2014,Ratio,"Per 1,000 Children",3.84,At Home
S12000033,2010,Ratio,"Per 1,000 Children",6.48,Foster / Prospective Adopters
S12000033,2011,Ratio,"Per 1,000 Children",5.63,At Home
S12000033,2009,Ratio,"Per 1,000 Children",3.84,Other Community Placement
S12000033,2012,Ratio,"Per 1,000 Children",4.45,At Home
S12000033,2013,Ratio,"Per 1,000 Children",16.3,All
S12000030,2012,Ratio,"Per 1,000 Children",4.93,At Home
S12000033,2009,Ratio,"Per 1,000 Children",18.55,All
S12000033,2011,Ratio,"Per 1,000 Children",6.29,Foster / Prospective Adopters
S12000030,2013,Ratio,"Per 1,000 Children",3.88,At Home
S12000030,2009,Ratio,"Per 1,000 Children",5.22,At Home
S12000030,2015,Ratio,"Per 1,000 Children",3.7,Foster / Prospective Adopters
S12000033,2015,Ratio,"Per 1,000 Children",6.91,Foster / Prospective Adopters
S12000033,2013,Ratio,"Per 1,000 Children",4.55,At Home
S12000033,2010,Ratio,"Per 1,000 Children",18.64,All
S12000033,2010,Ratio,"Per 1,000 Children",3.92,Other Community Placement
S12000033,2015,Ratio,"Per 1,000 Children",2.73,Other Community Placement
S12000033,2015,Ratio,"Per 1,000 Children",3.31,At Home
S12000020,2009,Ratio,"Per 1,000 Children",1.49,Residential Care
S12000020,2015,Ratio,"Per 1,000 Children",1.96,Other Community Placement
S12000020,2009,Ratio,"Per 1,000 Children",10.72,All
S12000020,2013,Ratio,"Per 1,000 Children",4.29,Foster / Prospective Adopters
S12000020,2012,Ratio,"Per 1,000 Children",1.72,Residential Care
S12000020,2011,Ratio,"Per 1,000 Children",1.69,Other Community Placement
S12000020,2018,Ratio,"Per 1,000 Children",12.12,All
S12000020,2009,Ratio,"Per 1,000 Children",2.83,At Home
S12000020,2011,Ratio,"Per 1,000 Children",4.21,Foster / Prospective Adopters
S12000020,2012,Ratio,"Per 1,000 Children",11.42,All
S12000020,2013,Ratio,"Per 1,000 Children",2.09,Other Community Placement
S12000020,2010,Ratio,"Per 1,000 Children",9.89,All
S12000020,2013,Ratio,"Per 1,000 Children",11.55,All
S12000020,2010,Ratio,"Per 1,000 Children",3.09,At Home
S12000020,2010,Ratio,"Per 1,000 Children",1.24,Residential Care
S12000020,2014,Ratio,"Per 1,000 Children",1.52,Residential Care
S12000020,2013,Ratio,"Per 1,000 Children",1.72,Residential Care
S12000020,2015,Ratio,"Per 1,000 Children",1.54,Residential Care
S12000020,2017,Ratio,"Per 1,000 Children",11.41,All
S12000019,2010,Ratio,"Per 1,000 Children",4.77,Other Community Placement
S12000020,2012,Ratio,"Per 1,000 Children",2.09,Other Community Placement
S12000020,2014,Ratio,"Per 1,000 Children",11.16,All
S12000020,2016,Ratio,"Per 1,000 Children",11.28,All
S12000020,2009,Ratio,"Per 1,000 Children",2.83,Other Community Placement
S12000020,2014,Ratio,"Per 1,000 Children",2.04,Other Community Placement
S12000020,2015,Ratio,"Per 1,000 Children",11.07,All
S12000020,2011,Ratio,"Per 1,000 Children",1.44,Residential Care
S12000020,2010,Ratio,"Per 1,000 Children",2.06,Other Community Placement
S12000021,2013,Ratio,"Per 1,000 Children",5.01,Foster / Prospective Adopters
S12000021,2009,Ratio,"Per 1,000 Children",17.52,All
S12000021,2013,Ratio,"Per 1,000 Children",2.39,Residential Care
S12000021,2014,Ratio,"Per 1,000 Children",8.14,At Home
S12000021,2013,Ratio,"Per 1,000 Children",21.62,All
S12000021,2014,Ratio,"Per 1,000 Children",6.39,Other Community Placement
S12000021,2010,Ratio,"Per 1,000 Children",18.7,All
S12000021,2015,Ratio,"Per 1,000 Children",24.22,All
S12000021,2009,Ratio,"Per 1,000 Children",3.57,Foster / Prospective Adopters
S12000021,2010,Ratio,"Per 1,000 Children",4.21,Foster / Prospective Adopters
S12000021,2017,Ratio,"Per 1,000 Children",22.36,All
S12000021,2015,Ratio,"Per 1,000 Children",2.01,Residential Care
S12000021,2012,Ratio,"Per 1,000 Children",4.22,Foster / Prospective Adopters
S12000021,2011,Ratio,"Per 1,000 Children",7.41,At Home
S12000020,2014,Ratio,"Per 1,000 Children",2.41,At Home
S12000020,2012,Ratio,"Per 1,000 Children",2.87,At Home
S12000020,2010,Ratio,"Per 1,000 Children",3.5,Foster / Prospective Adopters
S12000020,2011,Ratio,"Per 1,000 Children",3.29,At Home
S12000020,2012,Ratio,"Per 1,000 Children",4.75,Foster / Prospective Adopters
S12000020,2011,Ratio,"Per 1,000 Children",10.63,All
S12000020,2014,Ratio,"Per 1,000 Children",5.19,Foster / Prospective Adopters
S12000021,2015,Ratio,"Per 1,000 Children",6.67,Other Community Placement
S12000020,2013,Ratio,"Per 1,000 Children",3.45,At Home
S12000021,2012,Ratio,"Per 1,000 Children",7.57,At Home
S12000020,2015,Ratio,"Per 1,000 Children",5.03,Foster / Prospective Adopters
S12000020,2009,Ratio,"Per 1,000 Children",3.55,Foster / Prospective Adopters
S12000020,2015,Ratio,"Per 1,000 Children",2.54,At Home
S12000019,2010,Ratio,"Per 1,000 Children",1.59,Residential Care
S12000018,2012,Ratio,"Per 1,000 Children",1.88,Residential Care
S12000019,2014,Ratio,"Per 1,000 Children",5.65,Foster / Prospective Adopters
S12000019,2015,Ratio,"Per 1,000 Children",5.51,Foster / Prospective Adopters
S12000018,2014,Ratio,"Per 1,000 Children",3.74,Foster / Prospective Adopters
S12000018,2009,Ratio,"Per 1,000 Children",4.02,Foster / Prospective Adopters
S12000018,2012,Ratio,"Per 1,000 Children",19.42,All
S12000019,2012,Ratio,"Per 1,000 Children",1.95,Residential Care
S12000019,2015,Ratio,"Per 1,000 Children",1.71,Residential Care
S12000019,2014,Ratio,"Per 1,000 Children",16.79,All
S12000019,2013,Ratio,"Per 1,000 Children",3.55,Other Community Placement
S12000019,2012,Ratio,"Per 1,000 Children",4.07,Other Community Placement
S12000019,2009,Ratio,"Per 1,000 Children",2.16,Residential Care
S12000019,2014,Ratio,"Per 1,000 Children",1.36,Residential Care
S12000018,2011,Ratio,"Per 1,000 Children",18.2,All
S12000018,2015,Ratio,"Per 1,000 Children",3.46,Other Community Placement
S12000018,2009,Ratio,"Per 1,000 Children",3.34,Other Community Placement
S12000018,2010,Ratio,"Per 1,000 Children",2.33,Residential Care
S12000018,2014,Ratio,"Per 1,000 Children",6.6,At Home
S12000018,2015,Ratio,"Per 1,000 Children",14.16,All
S12000018,2010,Ratio,"Per 1,000 Children",3.34,Foster / Prospective Adopters
S12000018,2012,Ratio,"Per 1,000 Children",4.09,Other Community Placement
S12000018,2010,Ratio,"Per 1,000 Children",18.46,All
S12000018,2011,Ratio,"Per 1,000 Children",3.51,Other Community Placement
S12000018,2013,Ratio,"Per 1,000 Children",3.94,Foster / Prospective Adopters
S12000018,2009,Ratio,"Per 1,000 Children",1.98,Residential Care
S12000018,2017,Ratio,"Per 1,000 Children",14.89,All
S12000018,2009,Ratio,"Per 1,000 Children",19.66,All
S12000019,2015,Ratio,"Per 1,000 Children",2.25,At Home
S12000019,2013,Ratio,"Per 1,000 Children",6.09,At Home
S12000019,2011,Ratio,"Per 1,000 Children",16.99,All
S12000019,2011,Ratio,"Per 1,000 Children",5.12,At Home
S12000019,2010,Ratio,"Per 1,000 Children",5.51,Foster / Prospective Adopters
S12000019,2018,Ratio,"Per 1,000 Children",11.95,All
S12000019,2015,Ratio,"Per 1,000 Children",13.65,All
S12000019,2013,Ratio,"Per 1,000 Children",1.44,Residential Care
S12000019,2010,Ratio,"Per 1,000 Children",6.02,At Home
S12000019,2012,Ratio,"Per 1,000 Children",3.62,At Home
S12000019,2011,Ratio,"Per 1,000 Children",6.13,Foster / Prospective Adopters
S12000019,2012,Ratio,"Per 1,000 Children",5.74,Foster / Prospective Adopters
S12000019,2017,Ratio,"Per 1,000 Children",13.66,All
S12000019,2009,Ratio,"Per 1,000 Children",6.02,At Home
S12000019,2009,Ratio,"Per 1,000 Children",5.17,Foster / Prospective Adopters
S12000019,2012,Ratio,"Per 1,000 Children",15.39,All
S12000019,2014,Ratio,"Per 1,000 Children",4.35,Other Community Placement
S12000019,2015,Ratio,"Per 1,000 Children",4.18,Other Community Placement
S12000019,2013,Ratio,"Per 1,000 Children",16.45,All
S12000019,2013,Ratio,"Per 1,000 Children",5.37,Foster / Prospective Adopters
S12000019,2011,Ratio,"Per 1,000 Children",3.77,Other Community Placement
S12000019,2011,Ratio,"Per 1,000 Children",1.97,Residential Care
S12000019,2016,Ratio,"Per 1,000 Children",13.39,All
S12000019,2009,Ratio,"Per 1,000 Children",6.7,Other Community Placement
S12000019,2010,Ratio,"Per 1,000 Children",17.9,All
S12000019,2014,Ratio,"Per 1,000 Children",5.43,At Home
S12000019,2009,Ratio,"Per 1,000 Children",20.04,All
S12000026,2014,Ratio,"Per 1,000 Children",4.61,Foster / Prospective Adopters
S12000026,2016,Ratio,"Per 1,000 Children",10.15,All
S12000026,2009,Ratio,"Per 1,000 Children",8.55,All
S12000026,2010,Ratio,"Per 1,000 Children",4.2,Foster / Prospective Adopters
S12000026,2015,Ratio,"Per 1,000 Children",1.12,At Home
S12000026,2011,Ratio,"Per 1,000 Children",4.91,Foster / Prospective Adopters
S12000026,2012,Ratio,"Per 1,000 Children",1.74,Other Community Placement
S12000026,2014,Ratio,"Per 1,000 Children",8.26,All
S12000026,2013,Ratio,"Per 1,000 Children",1.7,At Home
S12000026,2013,Ratio,"Per 1,000 Children",1.52,Other Community Placement
S12000026,2014,Ratio,"Per 1,000 Children",1.29,Residential Care
S12000026,2010,Ratio,"Per 1,000 Children",2.77,At Home
S12000026,2012,Ratio,"Per 1,000 Children",0.82,Residential Care
S12000026,2018,Ratio,"Per 1,000 Children",9.56,All
S12000023,2013,Ratio,"Per 1,000 Children",0.74,Other Community Placement
S12000023,2014,Ratio,"Per 1,000 Children",9.71,All
S12000026,2011,Ratio,"Per 1,000 Children",1.82,Other Community Placement
S12000023,2011,Ratio,"Per 1,000 Children",2.16,Foster / Prospective Adopters
S12000023,2014,Ratio,"Per 1,000 Children",2.24,Foster / Prospective Adopters
S12000023,2012,Ratio,"Per 1,000 Children",1.45,Other Community Placement
S12000023,2011,Ratio,"Per 1,000 Children",0.48,Other Community Placement
S12000026,2009,Ratio,"Per 1,000 Children",1.11,Other Community Placement
S12000026,2009,Ratio,"Per 1,000 Children",2.7,At Home
S12000026,2010,Ratio,"Per 1,000 Children",1.74,Other Community Placement
S12000026,2011,Ratio,"Per 1,000 Children",0.73,Residential Care
S12000026,2015,Ratio,"Per 1,000 Children",4.28,Foster / Prospective Adopters
S12000026,2012,Ratio,"Per 1,000 Children",8.89,All
S12000026,2009,Ratio,"Per 1,000 Children",3.94,Foster / Prospective Adopters
S12000027,2009,Ratio,"Per 1,000 Children",2.74,At Home
S12000027,2010,Ratio,"Per 1,000 Children",1.76,Foster / Prospective Adopters
S12000027,2011,Ratio,"Per 1,000 Children",0.78,Residential Care
S12000027,2010,Ratio,"Per 1,000 Children",2.54,At Home
S12000026,2011,Ratio,"Per 1,000 Children",9.45,All
S12000026,2010,Ratio,"Per 1,000 Children",9.65,All
S12000026,2012,Ratio,"Per 1,000 Children",4.76,Foster / Prospective Adopters
S12000027,2017,Ratio,"Per 1,000 Children",6.67,All
S12000027,2009,Ratio,"Per 1,000 Children",1.57,Other Community Placement
S12000027,2015,Ratio,"Per 1,000 Children",0.83,Residential Care
S12000027,2011,Ratio,"Per 1,000 Children",5.49,All
S12000027,2011,Ratio,"Per 1,000 Children",1.96,Foster / Prospective Adopters
S12000027,2016,Ratio,"Per 1,000 Children",6.01,All
S12000027,2018,Ratio,"Per 1,000 Children",6.18,All
S12000026,2012,Ratio,"Per 1,000 Children",1.56,At Home
S12000026,2013,Ratio,"Per 1,000 Children",8.47,All
S12000026,2015,Ratio,"Per 1,000 Children",2.37,Other Community Placement
S12000026,2009,Ratio,"Per 1,000 Children",0.8,Residential Care
S12000026,2017,Ratio,"Per 1,000 Children",10.6,All
S12000026,2014,Ratio,"Per 1,000 Children",1.62,Other Community Placement
S12000026,2011,Ratio,"Per 1,000 Children",2.0,At Home
S12000026,2013,Ratio,"Per 1,000 Children",4.28,Foster / Prospective Adopters
S12000026,2015,Ratio,"Per 1,000 Children",1.58,Residential Care
S12000026,2010,Ratio,"Per 1,000 Children",0.94,Residential Care
S12000026,2015,Ratio,"Per 1,000 Children",9.35,All
S12000026,2014,Ratio,"Per 1,000 Children",0.74,At Home
S12000026,2013,Ratio,"Per 1,000 Children",0.97,Residential Care
S12000021,2018,Ratio,"Per 1,000 Children",21.92,All
S12000021,2011,Ratio,"Per 1,000 Children",4.59,Foster / Prospective Adopters
S12000021,2012,Ratio,"Per 1,000 Children",20.98,All
S12000021,2011,Ratio,"Per 1,000 Children",2.03,Residential Care
S12000021,2011,Ratio,"Per 1,000 Children",20.76,All
S12000021,2009,Ratio,"Per 1,000 Children",7.62,At Home
S12000021,2010,Ratio,"Per 1,000 Children",5.83,Other Community Placement
S12000023,2011,Ratio,"Per 1,000 Children",4.32,All
S12000023,2015,Ratio,"Per 1,000 Children",2.02,At Home
S12000023,2010,Ratio,"Per 1,000 Children",3.56,At Home
S12000023,2018,Ratio,"Per 1,000 Children",7.77,All
S12000021,2009,Ratio,"Per 1,000 Children",4.23,Other Community Placement
S12000021,2014,Ratio,"Per 1,000 Children",6.01,Foster / Prospective Adopters
S12000023,2013,Ratio,"Per 1,000 Children",6.63,All
S12000021,2014,Ratio,"Per 1,000 Children",1.9,Residential Care
S12000021,2012,Ratio,"Per 1,000 Children",2.2,Residential Care
S12000021,2016,Ratio,"Per 1,000 Children",22.86,All
S12000021,2011,Ratio,"Per 1,000 Children",6.73,Other Community Placement
S12000021,2013,Ratio,"Per 1,000 Children",6.26,Other Community Placement
S12000021,2015,Ratio,"Per 1,000 Children",8.72,At Home
S12000021,2014,Ratio,"Per 1,000 Children",22.45,All
S12000021,2013,Ratio,"Per 1,000 Children",7.96,At Home
S12000021,2010,Ratio,"Per 1,000 Children",6.43,At Home
S12000021,2015,Ratio,"Per 1,000 Children",6.82,Foster / Prospective Adopters
S12000021,2012,Ratio,"Per 1,000 Children",6.99,Other Community Placement
S12000021,2009,Ratio,"Per 1,000 Children",2.1,Residential Care
S12000021,2010,Ratio,"Per 1,000 Children",2.23,Residential Care
S12000023,2009,Ratio,"Per 1,000 Children",0.71,Foster / Prospective Adopters
S12000023,2012,Ratio,"Per 1,000 Children",1.45,Residential Care
S12000023,2012,Ratio,"Per 1,000 Children",2.18,At Home
S12000023,2012,Ratio,"Per 1,000 Children",1.21,Foster / Prospective Adopters
S12000023,2014,Ratio,"Per 1,000 Children",2.49,At Home
S12000023,2010,Ratio,"Per 1,000 Children",3.33,Foster / Prospective Adopters
S12000023,2011,Ratio,"Per 1,000 Children",0.72,At Home
S12000023,2010,Ratio,"Per 1,000 Children",1.19,Residential Care
S12000023,2015,Ratio,"Per 1,000 Children",3.28,Residential Care
S12000023,2014,Ratio,"Per 1,000 Children",3.24,Residential Care
S12000023,2013,Ratio,"Per 1,000 Children",1.96,Residential Care
S12000023,2011,Ratio,"Per 1,000 Children",0.96,Residential Care
S12000023,2009,Ratio,"Per 1,000 Children",0.95,Residential Care
S12000023,2017,Ratio,"Per 1,000 Children",9.54,All
S12000023,2012,Ratio,"Per 1,000 Children",6.3,All
S12000023,2015,Ratio,"Per 1,000 Children",1.01,Other Community Placement
S12000023,2013,Ratio,"Per 1,000 Children",1.72,Foster / Prospective Adopters
S12000023,2015,Ratio,"Per 1,000 Children",8.57,All
S12000023,2010,Ratio,"Per 1,000 Children",8.56,All
S12000023,2009,Ratio,"Per 1,000 Children",7.38,All
S12000023,2015,Ratio,"Per 1,000 Children",2.27,Foster / Prospective Adopters
S12000023,2013,Ratio,"Per 1,000 Children",2.21,At Home
S12000023,2016,Ratio,"Per 1,000 Children",7.06,All
S12000023,2009,Ratio,"Per 1,000 Children",4.76,At Home
S12000023,2009,Ratio,"Per 1,000 Children",0.95,Other Community Placement
S12000023,2014,Ratio,"Per 1,000 Children",1.74,Other Community Placement
S12000023,2010,Ratio,"Per 1,000 Children",0.48,Other Community Placement
